ID;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14;Q15;Q16;Q17;Q18;Q19;Q20;Q21;Q22;Q23;Q24;Q25;Q26
10420208639;3;3;2;3;2;4;4;2;3;4;4;1;4;2;3;5;2;2;3;5;3;5;3;2;2;4
10420208058;4;4;4;5;4;5;4;2;3;4;5;4;4;4;4;5;4;4;5;4;4;4;4;4;4;4
10420208013;NA;5;5;5;4;4;5;4;5;5;5;5;5;5;5;4;5;4;5;4;5;4;5;5;5;5
10420207479;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;5;4;3;4;4;4;5
10420206323;4;4;4;2;3;4;4;3;2;3;4;2;3;2;4;3;4;4;4;5;4;5;4;3;3;3
10420205154;4;4;5;4;4;5;4;4;3;3;3;2;5;3;4;2;2;2;2;4;4;4;5;4;4;4
10420203860;4;4;5;5;4;5;4;3;4;4;4;3;4;3;5;4;4;4;4;4;3;4;4;4;4;5
10420201051;3;3;5;4;3;4;4;3;2;3;3;3;4;3;4;3;4;4;4;3;3;2;4;2;4;4
10420195397;4;2;4;3;3;4;4;3;4;4;2;3;4;2;4;4;4;4;3;4;2;3;3;2;4;4
10420192665;4;4;5;5;4;4;4;3;5;3;4;5;4;4;5;4;4;4;4;4;3;4;5;5;5;4
10420186342;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;5
10420183418;3;1;4;2;2;1;2;1;2;2;2;3;3;3;2;5;2;2;5;5;2;2;5;5;5;1
10420181218;3;4;2;3;4;4;4;4;4;2;4;2;4;3;5;3;3;3;4;5;3;5;5;2;5;5
10420181095;4;4;5;5;4;5;4;3;4;4;5;3;4;4;5;5;5;5;5;5;2;4;5;4;3;4
10420175883;3;3;5;5;3;5;4;3;3;3;3;2;4;1;4;4;4;4;3;4;3;3;5;5;3;3
10420175490;4;4;5;5;4;5;4;4;3;5;5;5;3;4;5;5;4;4;4;3;5;4;2;5;4;4
10420174580;4;5;5;5;4;4;4;4;4;4;4;5;4;4;4;3;4;4;4;5;4;4;5;5;4;4
10420173065;4;4;5;5;3;3;3;3;3;3;3;2;4;3;5;3;3;3;2;4;3;3;5;5;4;4
10420170331;4;4;5;4;2;4;1;1;3;5;4;3;4;4;4;2;4;3;4;4;3;4;5;2;4;4
10420169538;4;3;5;2;3;3;2;3;4;3;2;3;4;3;4;2;2;2;2;3;2;4;4;4;4;4
10420163067;2;3;5;5;2;5;4;3;4;3;3;2;4;2;5;2;4;4;2;4;3;5;5;4;2;4
10420162393;3;3;4;4;3;3;3;3;3;3;3;3;3;3;5;4;3;4;4;4;4;4;4;4;4;4
10420162146;4;4;2;5;3;3;3;2;3;3;4;3;4;3;4;2;2;4;2;4;3;2;5;2;5;2
10420158787;4;4;4;5;4;4;3;3;3;4;3;3;4;3;5;4;4;4;4;4;5;3;5;4;4;4
10420151404;4;4;5;5;4;5;4;3;5;4;5;5;5;4;5;5;5;5;5;5;5;4;5;5;5;4
10420151270;2;3;3;4;2;4;4;1;2;3;4;3;3;2;4;3;4;4;4;4;2;4;3;3;2;1
10420151140;4;4;5;4;4;4;5;4;4;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;5;5
10420147005;4;4;5;5;3;4;4;2;4;4;4;3;4;3;5;4;4;4;4;4;4;4;4;4;4;4
10420146451;4;4;4;4;4;4;4;3;3;4;4;4;4;4;5;5;5;5;4;4;4;4;4;4;4;4
10420144900;4;4;4;4;3;4;4;4;3;4;4;3;4;3;4;3;4;4;4;4;4;4;4;3;4;5
10420141732;4;4;4;5;2;3;4;2;3;3;4;2;4;2;5;3;4;4;4;3;2;3;4;3;4;4
10420141154;5;4;5;4;3;4;4;5;5;3;2;5;5;5;4;3;4;4;4;3;3;3;5;5;5;4
10420141134;4;4;4;4;4;5;4;4;4;4;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
10420139883;4;4;5;5;4;5;4;4;4;5;5;2;4;4;5;4;4;5;4;4;4;4;4;4;4;4
10420137066;4;4;4;4;4;5;4;4;3;4;4;5;5;3;5;3;4;4;3;2;4;4;5;4;5;4
10420136404;5;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;5
10420130585;3;4;4;3;3;3;4;2;2;4;4;3;3;3;3;3;4;3;4;NA;NA;4;3;3;2;4
10420130298;2;2;4;2;1;2;3;2;3;3;3;2;3;1;4;2;3;2;2;4;2;3;4;2;3;4
10420128488;3;3;3;3;3;4;3;4;3;3;3;2;3;2;4;4;3;3;3;3;4;2;5;2;4;3
10420128406;1;4;4;4;3;2;4;1;4;4;5;3;4;3;5;5;4;4;4;2;4;4;4;5;2;4
10420120006;5;4;2;3;4;4;3;3;5;3;5;3;4;4;3;2;2;2;4;4;2;4;5;2;3;3
10420117939;3;3;4;4;3;4;4;2;5;4;5;2;2;1;4;4;4;4;4;3;3;2;4;3;4;5
10420116258;4;4;5;5;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5
10420115812;4;4;2;3;4;NA;NA;NA;4;5;5;3;4;2;4;5;5;5;5;5;5;5;5;5;5;5
10420113694;5;5;5;5;3;4;4;3;4;4;4;4;4;3;5;4;4;4;4;4;4;4;4;4;4;5
10420108760;4;5;5;4;4;4;4;3;5;5;5;5;5;5;5;3;5;5;5;5;5;4;4;4;4;4
10420108206;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4
10420105068;4;3;5;5;4;4;4;4;4;3;3;5;3;2;5;3;4;4;4;2;2;2;4;4;4;4
10420104596;4;4;3;4;3;4;2;2;4;4;2;3;4;2;5;4;5;5;5;3;4;2;2;5;5;4
10420104526;4;3;3;2;4;5;5;4;5;3;3;4;4;NA;5;5;4;4;5;4;4;4;5;5;5;4
10420104313;3;4;5;5;4;4;4;4;4;4;5;3;4;4;5;4;4;4;4;4;3;4;3;4;4;5
10420097137;2;1;2;2;1;2;3;1;2;2;3;2;4;2;5;3;2;2;3;4;4;4;3;4;3;4
10420095529;3;3;3;2;3;3;4;2;3;3;4;2;5;2;5;3;5;5;3;3;2;3;2;3;5;5
10420094665;4;4;3;5;3;5;5;5;5;3;4;3;4;4;5;2;4;5;4;4;2;4;5;3;3;4
10420092771;4;4;5;5;3;4;4;3;4;4;4;3;3;4;5;4;4;4;4;5;5;5;5;5;5;4
10420092378;4;3;5;5;3;4;3;3;4;3;2;4;2;2;4;4;5;5;4;3;4;4;4;2;3;4
10420090485;3;2;3;3;2;3;3;1;4;3;2;2;2;1;3;2;3;3;3;2;3;2;2;2;2;2
10420090200;4;4;3;4;4;5;4;4;3;3;4;4;4;4;4;4;3;4;4;5;4;4;5;4;2;4
10420089480;2;1;2;2;2;2;2;2;3;2;2;5;4;5;4;4;2;2;2;5;5;2;5;5;5;2
10420087054;4;4;5;5;3;4;4;2;4;3;3;3;5;4;5;3;4;4;4;4;5;5;4;4;3;3
10420084328;4;3;5;5;4;3;3;3;4;5;3;3;3;4;5;3;4;3;4;3;4;4;5;4;3;5
10420082231;4;4;5;5;5;5;5;4;3;5;5;4;4;5;5;5;5;5;5;4;2;5;4;3;4;5
10420079026;5;5;5;5;3;3;4;4;4;4;5;5;4;4;5;4;3;3;3;3;2;3;4;4;5;5
10420076168;2;4;4;4;2;4;3;2;3;2;4;2;2;2;4;2;2;2;2;3;3;3;3;2;4;3
10420076011;5;4;4;4;3;4;5;4;5;5;5;5;4;5;5;3;5;5;5;4;4;3;5;5;5;5
10420075707;3;3;5;5;3;4;4;3;2;3;3;2;2;2;4;3;4;3;3;3;4;2;2;2;2;4
10420075650;3;4;4;5;3;3;3;2;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4
10420073810;5;5;5;5;4;5;3;4;5;5;5;4;5;4;5;5;5;5;5;4;4;4;5;5;4;5
10420073785;4;5;3;4;4;5;4;4;4;5;5;5;4;4;5;5;5;5;4;5;3;4;5;4;5;4
10420072703;2;4;5;5;3;3;3;2;4;3;4;3;4;3;5;4;4;4;2;4;3;3;4;3;3;4
10420069934;5;4;4;4;NA;4;4;3;2;4;4;4;4;4;5;4;4;4;4;4;3;3;5;5;5;4
10420069546;4;3;5;5;4;3;4;4;4;4;4;4;4;4;5;4;4;4;3;3;3;4;5;4;4;4
10420069463;5;5;5;5;4;5;4;5;5;5;5;4;4;4;4;5;5;5;5;5;5;4;5;5;5;4
10420068757;2;3;3;3;2;2;2;1;4;3;3;4;5;3;4;5;4;4;3;4;3;3;2;4;4;2
10420068340;2;3;4;5;3;2;2;2;2;3;4;2;3;2;3;3;3;3;2;2;3;3;2;3;3;3
10420068304;4;4;4;4;4;5;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4;4;4;4
10420067866;3;2;3;3;3;3;3;2;3;3;3;2;3;3;4;3;3;3;3;3;3;3;3;2;3;4
10420067847;3;3;3;3;3;3;3;2;4;3;4;3;2;3;4;5;4;4;4;3;4;4;4;3;4;4
10420065379;4;5;5;5;4;4;5;2;4;5;5;5;4;4;5;5;5;5;4;4;5;5;5;3;2;4
10420065302;4;2;4;5;4;4;4;4;4;4;3;3;4;3;4;4;4;5;4;4;4;3;3;2;5;3
10420063676;4;3;4;5;3;5;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;4;5;4;4;5
10420063150;4;3;4;4;3;5;4;3;4;4;5;2;4;4;5;3;4;4;4;4;3;3;4;4;4;4
10420063123;3;5;5;2;4;4;4;4;4;4;5;1;3;3;4;4;4;2;NA;3;2;3;5;3;5;5
10420062937;3;4;4;5;3;2;4;4;4;3;4;5;5;5;5;3;4;4;3;3;3;3;3;3;5;4
10420062869;4;5;5;5;3;2;4;4;4;2;3;3;5;3;5;2;5;4;3;5;2;4;5;5;5;3
10420062587;4;4;3;4;4;4;4;3;4;4;5;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4
10420062488;4;4;5;4;4;5;4;NA;3;4;5;4;3;4;5;4;4;4;4;3;4;3;4;4;4;4
10420062369;4;3;5;4;4;5;3;2;4;4;3;3;4;4;3;2;4;4;4;3;4;3;3;3;2;3
10420062302;4;5;5;5;4;5;4;4;4;4;5;4;5;4;5;5;4;4;4;4;4;4;4;4;3;5
10420062235;3;2;5;3;2;3;3;3;3;3;4;3;5;3;4;4;3;2;2;2;2;2;4;3;5;3
10420062108;4;4;5;4;4;5;2;1;2;5;4;3;4;4;5;3;4;2;3;4;5;4;4;4;2;5
10420061594;4;4;5;4;3;2;3;2;2;4;3;3;3;4;4;4;4;2;4;4;4;3;2;2;4;4
10420061493;3;4;5;4;4;5;5;1;5;3;4;1;5;1;5;2;4;4;4;5;2;5;2;5;3;4
10420061164;4;4;5;5;4;5;3;2;2;4;5;5;5;5;5;4;4;4;5;5;4;4;5;5;4;5
10420060808;5;4;4;5;5;5;4;3;4;5;4;4;5;3;5;4;5;5;5;5;4;5;4;4;4;4
10420060800;4;3;2;2;4;4;4;3;3;3;3;4;4;4;4;3;4;3;3;3;4;2;2;4;4;5
10420060263;4;4;4;5;4;4;4;3;3;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;5
10420060189;3;3;2;3;2;2;3;4;3;2;3;2;3;2;2;4;2;2;3;2;2;2;5;3;5;4
10420058985;4;3;4;5;4;4;4;2;4;4;3;2;3;2;4;3;4;4;4;4;4;3;3;2;2;4
10420058898;4;4;5;5;3;2;3;4;3;3;4;5;5;4;4;3;4;4;4;4;3;3;4;5;5;4
10420058838;4;4;5;5;4;5;4;4;5;5;5;3;5;4;5;4;5;5;5;4;3;4;3;5;4;5
10420058751;5;5;5;5;4;4;4;3;5;4;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;5
10420058558;4;4;4;4;3;4;2;3;2;3;4;4;4;3;5;2;4;3;3;3;4;4;2;3;3;4
10420058554;4;3;3;4;3;4;3;3;3;3;3;1;2;3;4;2;2;5;5;3;2;2;5;3;3;1
10420058003;3;3;4;4;3;4;4;4;3;3;4;3;4;3;4;2;3;3;3;3;3;3;3;3;3;4
10420057322;4;4;4;5;3;5;4;2;3;4;3;3;4;3;5;4;4;4;5;4;4;3;2;3;4;4
10420056948;3;3;3;3;3;3;4;4;4;3;4;3;3;3;4;4;4;3;3;3;3;3;4;3;4;4
10420056762;4;4;5;3;4;4;5;4;4;5;5;3;4;4;5;4;5;5;5;3;4;3;4;3;4;4
10420055857;4;4;5;5;4;5;4;1;4;5;5;1;3;3;5;4;4;4;3;4;2;3;5;5;4;4
10420055789;5;4;5;5;4;5;4;2;5;4;5;4;4;4;5;4;4;4;5;5;4;5;5;5;5;5
10420054863;4;3;4;4;3;3;3;1;3;4;4;4;5;3;4;4;4;3;4;3;3;3;3;5;5;3
10420053879;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
10420053271;4;4;4;4;4;5;4;4;4;4;5;3;4;4;5;5;5;4;3;4;4;4;4;4;4;5
10420053251;3;2;4;5;2;3;2;1;2;3;3;3;4;3;4;2;3;3;3;3;3;3;2;2;4;4
10420051352;2;1;4;4;3;2;3;2;3;2;2;1;2;2;2;2;2;2;2;3;3;3;4;3;3;2
10420050951;5;3;2;4;4;5;3;2;3;3;3;4;4;5;5;2;3;4;4;3;2;4;5;3;3;3
10420049647;3;4;2;5;3;3;3;3;4;3;5;3;4;3;5;2;3;3;2;3;2;3;4;2;3;3
10420048588;4;4;4;4;4;4;3;3;4;4;3;3;4;4;5;5;4;4;5;4;5;4;4;4;4;4
10419824882;5;5;5;5;4;4;4;4;4;3;4;4;4;4;5;4;4;4;4;4;4;4;4;4;5;4
10419197325;3;4;5;5;3;2;2;3;2;3;3;2;2;3;3;3;3;2;3;2;3;2;2;4;2;4
10417792690;4;3;2;5;NA;NA;3;2;4;4;4;3;4;4;5;4;4;4;3;5;2;4;4;4;5;3
10416851164;4;4;5;4;4;5;4;3;4;4;5;5;5;3;5;4;2;4;4;5;4;4;5;5;5;4
10416741098;3;2;4;4;3;2;3;1;3;3;5;3;4;4;3;2;3;3;2;2;3;3;2;5;2;1
10415572227;3;4;5;5;3;4;2;2;3;4;3;2;3;3;5;4;4;5;2;3;5;2;5;2;5;3
10415174266;4;5;2;1;5;5;4;4;5;5;5;3;5;2;4;5;4;4;5;5;5;4;5;4;4;4
10414344073;3;3;4;5;3;4;3;4;2;5;1;3;3;3;5;4;4;3;2;3;5;3;2;2;3;5
10414135174;2;2;3;2;3;4;3;3;3;3;3;3;3;2;3;2;2;2;2;3;3;3;2;2;2;3
10413037490;4;4;5;5;2;3;1;2;3;3;4;3;3;3;4;2;3;4;3;3;2;3;2;3;4;2
10413034438;4;4;5;5;4;4;3;4;4;3;4;3;3;3;5;5;5;4;5;5;3;4;5;3;5;5
10412901278;5;4;3;4;4;4;3;4;4;3;3;4;4;3;4;4;4;3;3;4;4;4;5;5;5;4
10412119238;5;4;3;4;4;4;3;4;4;3;4;4;4;3;4;2;4;3;4;4;5;4;5;4;5;4
10411144520;4;4;5;5;4;5;4;3;3;4;5;4;3;3;5;4;4;5;4;4;4;5;5;3;4;4
10411055071;2;2;5;4;4;5;3;3;4;4;3;3;4;3;4;2;4;4;4;3;3;4;5;5;4;4
10410916444;4;4;4;4;4;4;5;2;4;4;3;4;4;3;5;3;4;5;4;4;5;4;5;2;2;4
10410724157;5;5;5;5;4;5;4;5;4;4;5;3;4;5;5;4;5;5;5;5;5;5;5;4;2;4
10410156139;1;3;5;4;5;5;5;3;5;5;5;2;3;3;5;4;4;5;5;3;5;3;2;2;4;3
10409537475;5;4;4;5;4;4;4;4;4;4;5;4;4;4;5;4;4;4;4;3;4;3;5;4;5;4
10409272102;4;4;5;4;4;5;3;3;4;3;4;4;4;4;4;4;3;3;4;3;4;3;4;5;5;4
10409269944;4;4;5;5;4;5;4;4;4;4;4;3;4;4;5;4;4;4;4;4;4;4;4;4;4;5
10409130599;3;3;3;4;4;NA;3;3;4;3;3;3;3;3;4;2;3;3;3;3;2;3;2;3;3;4
10409096835;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;2;3;5;4;4;4
10408851660;3;2;2;2;2;3;3;2;3;3;2;2;4;2;3;3;4;4;4;4;5;4;4;4;3;3
10408716960;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;2;2;2;2;2;4;4;4;4
10408632355;4;2;5;5;4;5;3;4;4;3;4;2;4;4;5;4;4;4;3;4;2;4;4;3;3;5
10408158468;4;4;3;4;3;4;4;3;3;5;4;3;5;3;5;5;5;5;4;4;3;3;4;4;4;4
10407999421;4;4;4;5;3;4;4;4;4;4;5;5;4;4;5;4;4;4;4;4;4;4;5;4;4;5
10407400754;5;5;5;5;4;4;4;3;4;5;5;5;5;4;5;4;5;5;5;5;4;4;5;4;5;5
10407216169;3;1;4;1;2;2;3;4;1;2;5;3;4;3;3;2;5;5;2;5;5;2;2;4;2;3
10407201435;4;4;5;5;3;5;4;2;4;4;4;4;4;4;5;3;2;3;4;3;3;3;5;4;5;5
10407161728;4;4;5;4;4;4;4;4;3;4;4;5;4;4;5;4;4;4;4;4;3;4;5;5;4;4
10407102696;1;3;5;3;2;3;3;4;3;2;2;5;4;1;3;3;2;2;2;3;5;3;5;3;5;4
10406923930;5;5;5;5;4;3;5;3;4;5;3;5;5;4;5;3;5;5;4;4;4;4;3;4;4;5
10406921557;3;2;3;3;2;3;3;2;2;3;4;4;4;4;3;5;2;2;3;2;2;2;4;2;3;4
10406829376;5;4;4;4;4;5;4;4;4;5;4;4;4;4;5;4;4;4;5;4;4;4;4;4;4;4
10406829327;3;3;2;2;3;3;3;4;5;NA;2;3;3;3;4;NA;4;2;3;4;2;3;4;4;4;4
10406527343;4;4;3;2;3;4;4;3;2;3;3;4;3;4;4;2;3;4;4;2;2;2;2;4;4;3
10406498563;4;4;5;3;5;5;4;3;3;5;5;5;5;4;5;5;5;5;5;4;5;4;4;4;4;5
10406454481;4;3;3;3;3;3;3;2;3;3;3;3;3;3;4;2;3;3;2;2;2;2;4;4;4;2
10406440817;5;4;5;5;3;4;3;4;4;3;3;3;3;2;5;4;3;2;3;4;2;3;5;4;4;5
10406368103;4;4;4;5;3;4;4;3;3;4;5;2;3;2;2;4;4;4;5;4;4;5;4;4;3;5
10406367455;5;5;4;4;4;4;4;5;4;4;4;4;5;4;5;4;4;4;4;2;5;3;4;4;4;5
10406270522;4;4;4;3;3;5;4;3;4;4;4;3;4;3;5;4;4;5;5;4;3;5;5;4;4;5
10406217746;3;4;4;4;2;5;2;3;2;3;5;2;3;2;4;3;3;3;4;3;3;3;3;3;3;5
10406174126;4;4;5;4;2;2;3;3;3;4;3;4;4;2;5;3;4;4;3;2;4;2;2;3;2;4
10406111215;4;5;5;5;3;4;4;3;4;4;5;5;5;3;5;4;5;5;5;4;3;3;4;4;4;5
10406100209;5;4;4;3;4;4;4;3;NA;3;5;4;4;4;4;4;4;4;4;4;4;3;5;5;5;4
10406075533;4;4;5;4;4;4;4;1;3;5;3;5;4;4;4;4;5;5;5;3;5;5;5;2;3;5
10406012112;4;4;4;5;4;5;4;2;3;3;4;4;4;4;5;2;3;3;4;3;4;4;4;4;4;3
10405923521;4;4;5;5;4;5;4;3;4;5;5;3;4;3;5;4;4;5;5;5;4;4;4;5;4;5
10405818742;4;2;4;5;3;4;3;2;2;2;3;5;5;3;5;3;3;3;2;4;3;3;4;5;5;3
10404865572;5;5;5;5;2;5;3;5;5;5;5;2;5;1;5;5;5;5;5;4;5;5;5;4;5;5
10404832950;5;4;5;5;4;5;4;3;5;5;5;5;5;5;5;5;5;5;5;4;4;4;5;3;4;5
10404746509;3;3;4;4;2;2;2;2;2;2;4;3;3;3;5;2;2;2;2;3;3;4;4;4;3;3
10404739720;3;4;5;5;3;4;5;3;4;4;4;5;4;4;5;3;4;5;4;4;5;3;4;4;4;4
10404725994;3;4;5;2;2;3;2;1;4;3;4;3;4;4;5;4;2;2;3;4;5;4;5;4;5;3
10404690547;4;3;4;4;3;3;3;3;3;3;3;2;4;3;3;2;3;3;3;2;2;3;3;2;4;4
10404625693;4;3;3;3;3;5;3;3;3;3;2;4;4;4;4;4;4;3;4;4;3;4;3;4;2;4
10404623494;4;4;5;4;4;5;4;4;3;4;5;4;4;4;4;5;5;5;5;3;4;4;3;3;3;5
10404468243;2;2;4;3;3;4;3;1;2;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;4
10404403533;5;4;5;4;4;5;4;1;4;4;5;4;5;5;5;4;5;5;5;5;4;5;5;5;5;4
10404141681;4;4;4;5;3;4;4;2;3;4;5;5;4;4;5;4;4;4;4;3;4;3;4;3;4;4
10404040789;2;2;3;2;2;3;3;2;3;3;3;1;3;2;4;3;2;2;3;4;2;3;4;2;3;4
10404031592;3;4;5;5;4;4;4;4;3;3;4;3;5;3;5;4;3;3;3;4;5;5;4;4;4;4
10403900049;3;3;4;3;2;3;4;2;3;4;4;3;4;2;5;4;4;4;4;3;4;3;2;4;4;4
10403881584;4;4;4;4;3;4;3;2;3;3;4;3;4;2;4;4;3;4;4;4;2;2;4;2;2;4
10403871263;4;5;4;5;2;3;4;3;3;3;2;5;5;3;5;4;4;4;4;4;3;3;4;4;5;4
10403681448;5;4;5;3;4;5;5;5;4;4;4;3;4;4;5;5;5;4;5;4;4;4;4;2;4;5
10403672741;5;5;5;5;4;5;4;5;4;5;5;5;5;5;5;4;5;4;5;4;5;4;5;5;5;4
10403655505;5;5;5;5;5;4;5;3;4;5;5;5;4;5;5;5;5;5;5;4;5;4;5;4;5;4
10403042746;4;5;5;5;4;5;3;3;4;4;5;5;4;3;3;2;5;4;4;5;4;5;3;4;2;4
10402618162;3;4;4;5;3;5;3;3;4;4;5;3;3;3;3;3;3;4;4;4;4;4;4;3;3;4
10402344039;4;3;3;3;2;4;4;4;3;3;3;2;3;3;5;4;3;4;4;3;2;2;4;3;3;4
10402252376;4;4;5;5;4;3;3;3;4;5;5;5;5;4;5;2;2;2;2;2;4;3;5;4;4;4
10402212218;4;4;4;5;4;5;3;3;3;4;4;4;4;3;5;4;4;4;5;4;4;4;4;4;5;5
10402159630;2;3;2;3;2;4;3;2;4;3;4;1;2;2;3;2;3;4;3;3;2;4;2;2;2;3
10402084969;4;5;5;5;4;5;3;2;2;3;5;5;5;4;5;2;5;2;5;4;2;5;5;5;5;4
10401939368;3;3;4;5;2;4;4;2;4;3;3;3;3;3;4;4;4;5;3;3;4;3;4;3;4;4
10401927079;4;5;5;5;3;4;4;4;4;4;4;3;5;3;5;5;4;4;4;3;5;3;3;2;4;4
10401866163;3;NA;4;4;2;2;2;2;2;2;2;1;2;2;2;3;2;2;2;2;2;2;2;2;4;4
10401780360;4;3;4;3;5;5;5;4;3;4;4;3;4;4;4;4;5;5;5;5;5;5;5;5;5;4
10401585230;3;5;5;5;3;3;3;2;2;4;4;2;2;3;4;2;3;2;3;3;5;2;4;3;5;4
10401489844;3;4;5;5;2;4;4;3;4;3;4;3;4;4;5;3;4;3;4;4;3;3;4;4;4;5
10401421565;4;3;5;4;3;5;4;3;3;5;5;4;4;3;5;3;4;4;4;3;4;3;4;3;4;5
10401359591;3;2;5;5;3;5;3;4;3;4;5;4;4;2;5;2;4;4;4;3;3;3;2;2;4;5
10401355959;4;4;4;5;3;5;4;4;3;4;4;3;4;4;5;4;4;4;4;4;4;4;3;4;4;4
10401290632;5;5;5;4;4;4;4;4;5;4;4;4;5;4;5;2;5;4;4;4;3;4;5;5;5;4
10401281252;4;2;3;2;3;4;4;3;4;3;5;3;4;2;3;3;2;2;3;4;2;4;5;4;4;4
10401250981;5;4;3;4;4;5;3;2;4;4;3;4;5;5;5;4;5;5;4;4;5;3;4;4;3;3
10401225650;5;5;4;5;4;4;4;2;4;4;4;4;4;4;5;3;4;4;4;4;4;4;4;4;4;4
10401218733;3;4;5;5;3;4;4;5;5;4;2;4;5;4;5;2;2;3;2;5;5;4;5;5;5;2
10401214778;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
10401179863;4;1;2;2;3;3;4;2;3;2;3;4;4;5;2;5;2;2;3;3;2;4;4;4;5;2
10401116539;4;4;5;4;3;5;4;3;4;4;5;3;4;4;4;4;4;4;4;4;4;2;4;4;5;4
10401110315;5;4;5;4;4;4;4;3;4;4;4;3;4;5;5;4;4;5;5;3;5;4;5;5;5;5
10401058463;4;4;5;4;3;4;5;3;4;3;5;4;4;2;5;3;4;5;5;4;3;5;3;4;3;4
10401031433;4;4;5;5;4;4;4;4;3;4;5;3;4;4;5;4;4;4;4;3;4;3;4;2;4;4
10400900552;5;4;5;5;4;5;4;4;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5;5
10400898421;3;3;4;5;3;4;3;3;3;3;4;2;4;2;4;3;3;3;3;3;2;2;3;2;2;4
10400869941;5;4;4;4;3;4;4;2;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4
10400868617;4;4;4;4;4;4;4;4;4;4;4;4;4;3;5;4;4;4;4;4;5;4;4;3;4;4
10400846263;2;1;3;5;2;3;2;2;1;2;1;1;2;1;3;2;2;2;2;2;2;4;5;3;4;2
10400817893;5;5;5;5;3;4;3;3;4;2;4;3;4;2;5;2;3;4;4;4;4;4;4;4;4;4
10400773620;4;5;5;5;3;4;5;4;3;4;4;4;4;4;5;4;5;4;4;3;4;3;3;4;4;4
10400366777;3;3;4;4;3;3;3;2;2;3;3;2;2;3;3;3;2;2;2;2;2;4;4;2;2;3
10400227481;4;4;4;5;3;4;3;2;4;5;4;4;2;3;5;4;3;5;4;3;4;4;5;2;2;4
10400092187;5;5;5;5;4;4;4;4;5;4;5;5;5;4;5;2;5;5;4;2;2;2;5;5;5;4
10400030027;4;3;5;5;4;4;3;3;4;3;5;5;5;4;4;5;3;2;3;2;4;5;3;4;4;4
10400024846;4;4;4;4;4;4;5;4;5;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;5
10399979426;4;3;5;4;4;5;2;4;3;3;4;3;4;5;5;4;3;3;3;4;4;4;3;5;4;4
10399972259;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;4;4;3;3;4;4;4;5
10399960697;4;4;5;5;2;4;5;2;3;4;5;2;3;3;4;2;4;4;5;4;2;3;2;4;3;3
10399902883;4;4;4;4;4;5;4;3;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;5
10399813026;1;2;3;2;2;2;3;3;4;2;2;1;3;1;4;2;2;2;2;5;5;5;4;5;3;2
10399790341;4;5;5;5;4;5;5;3;3;5;5;4;4;3;5;5;5;5;5;4;4;4;3;5;5;5
10399625569;5;4;5;3;3;3;4;3;5;3;2;3;4;3;5;4;4;3;4;4;3;4;5;4;3;3
10399618832;NA;4;5;3;4;4;5;4;4;5;5;4;5;2;5;5;5;5;5;4;2;5;5;3;5;5
10399593654;4;4;4;3;3;4;3;3;3;3;2;3;4;4;4;4;3;3;3;4;3;4;4;4;4;4
10399576257;4;4;4;4;3;4;4;3;2;4;5;3;4;3;5;4;4;4;4;3;3;3;4;4;2;5
10399478917;3;3;3;2;2;3;3;2;2;3;2;2;3;3;4;3;3;4;3;4;4;3;4;2;2;4
10399428816;5;4;4;5;4;4;4;4;4;5;5;5;4;4;5;5;5;5;4;5;4;5;4;4;5;4
10399345723;1;NA;3;4;2;3;3;2;3;3;3;3;5;2;5;3;3;2;4;3;5;4;4;4;5;5
10399342257;4;4;5;5;4;4;4;2;4;4;5;4;4;3;4;4;4;4;4;4;3;4;4;3;3;5
10399327217;3;3;3;2;4;4;5;3;3;3;3;3;5;4;4;3;3;2;3;3;5;4;4;3;4;4
